"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 31 17:30:41 MSK 2023","Tue Jan 31 17:30:52 MSK 2023","10885","","ru.skillbox.AmazonTest","","ru.skillbox.AmazonTest","amazon","amazon()",""
